Code Size (B),Execution Time (µs),Memory Usage (KB)
3253,5562,27648
815,1249,25344
4879,10663,27936
491,1082,24768
264,344,24192
313,488,24480
1365,857,25344
5286,5999,27936
1252,2083,26208
441,1195,24480
2905,2525,26208
532,1410,24768
1449,1236,25920
1519,1163,24480
2624,3585,26784
478,1155,25920
2200,2204,26784
1561,2686,25920
1507,725,25056
1265,529,24480
1105,840,24192
5663,8713,28800
5630,10662,28800
187,296,24768
2875,4751,27072
4923,9301,28800
214,329,24480
6415,9658,29088
1277,1862,26496
4433,4921,27648
1004,974,24480
1143,1642,25920
2272,1356,25920
3335,3223,26496
521,349,24768
517,418,24480
622,1171,25632
2777,1762,25632
211,314,24480
6515,10889,29088
5247,8348,28512
87,310,23904
177,291,24480
852,514,24480
890,1270,24192
12660,23309,32256
1008,1732,25920
1187,1931,25920
5130,10473,29088
909,1768,25920
2646,12680,27936
532,532,25344
6411,4939,26496
6620,19950,29376
5406,12832,29088
4124,8689,28512
3202,7191,27360
715,1052,24480
9527,20483,30816
211,293,24768
628,1563,25344
1519,4595,27072
165,672,24192
207,284,24480
87,331,24192
519,1159,25056
1319,1870,26208
4452,6478,28224
1912,2157,25920
5109,18044,30240
594,432,24480
1080,2459,26496
2072,1960,25344
4087,6448,27936
1053,1086,25632
6069,6571,27936
204,327,24192
1644,2424,25920
770,879,25632
328,956,24480
196,461,24480
1010,1997,25920
298,479,24480
736,1281,25056
9162,21080,31392
10052,13048,29376
9688,21949,32256
1488,2416,26496
443,570,25056
4259,7837,28800
675,368,24768
3602,2691,26208
2243,6658,27936
7665,15292,29664
3960,10146,28512
1599,1882,26496
1482,1931,26208
792,1200,24192
2322,2742,25920
582,513,24192
1654,1854,25920
719,529,24480
742,659,23616
412,424,24480
2710,4355,27072
1009,1925,25920
869,783,25920
532,469,24192
472,629,25056
11050,20193,30528
4344,2731,26784
6833,15268,29952
1196,583,24480
553,381,24768
919,968,25344
4610,3391,26496
10642,21703,31104
1315,1222,25632
1287,1715,25632
555,960,25632
1122,1015,25920
873,588,24480
367,351,23904
140,293,23616
1144,1649,26208
790,743,25344
294,364,24192
1008,621,24768
1509,722,24768
6998,8655,28512
1357,1506,25920
2899,1226,25344
3531,4669,27360
812,451,24192
2222,2369,26496
1109,670,25344
9075,13018,29376
1100,1059,25632
1220,687,24768
1035,1405,25632
706,1268,25344
7610,10152,28224
709,557,24480
812,506,24768
5822,6917,27936
1663,1690,25920
637,548,23616
888,2545,25632
3610,9671,27648
2731,2122,25920
816,594,24480
772,429,24480
4760,11161,28512
1525,2007,25920
6329,8150,27360
9539,13629,30240
7810,23697,31680
2024,872,25056
87,233,23904
3402,6057,27936
948,618,24768
6978,11739,29088
3628,5588,26784
1983,1520,25632
279,392,24192
3929,5831,27072
856,1833,25632
234,327,24192
966,560,24480
1041,1344,25632
787,1050,25344
593,392,24480
4022,2025,25920
1151,1821,26208
25947,30912,34848
1457,2923,26208
2463,2424,26208
10157,10431,29088
703,1007,25344
331,461,23904
3254,3251,26496
1332,953,24480
1340,1216,26208
361,791,25632
843,461,24480
1582,1497,26208
554,437,24480
5209,9477,27936
1947,1382,25920
5106,5650,27936
1215,581,24192
507,1005,25056
4484,7641,27072
9189,27707,33120
741,2020,25920
2677,3714,26784
707,1207,25632
1361,1114,24480
6250,10948,27936
8052,11592,29952
4181,3821,27072
6075,9364,28800
11455,19028,31392
2090,2525,26496
4701,7600,27360
1612,3756,27072
4800,7007,27936
1274,1490,26208
7158,11197,28512
825,508,24480
2817,3821,26784
1740,4953,28224
720,428,24192
1732,3433,26208
1394,2157,26208
1867,2382,26496
3820,4730,27072
87,247,24480
2422,962,24480
290,396,24192
2048,5912,28224
335,907,25920
377,578,25344
8971,12441,30240
2279,2772,27072
983,942,25344
2541,2840,27072
274,381,24192
552,499,24768
2604,2342,25920
637,402,24768
5023,10021,28800
658,1081,25632
1176,1413,25632
6945,14040,29952
454,437,24768
968,517,24480
10524,14603,29376
1418,1469,25920
5821,10739,29088
543,564,23904
6623,9077,28800
6161,6117,27936
562,1918,25920
980,561,24480
1090,1374,25056
7310,16993,30528
1067,4011,26208
6440,14595,29664
2379,2536,26496
1078,1123,25920
557,717,25632
635,746,24480
7255,9249,28800
310,881,25632
628,815,25632
1070,1712,25920
368,401,24480
1158,472,24480
788,1622,25920
12324,21865,32256
1361,1849,25920
2208,1721,25920
756,1571,25344
378,354,24480
380,1198,25632
823,1054,25920
391,457,24480
9790,12828,29376
946,1171,26208
342,332,24768
702,522,24480
12039,22963,32256
1754,2633,26496
6179,7289,28224
1565,1830,26208
1030,1686,26208
1307,1577,25632
688,466,24192
1280,2071,24480
484,424,24768
6264,8398,28512
87,224,24480
920,741,24768
829,463,24480
583,428,24768
1231,534,24480
2188,3138,27072
813,493,24480
4192,4516,27072
688,1526,25920
11083,11124,29376
1331,1499,26208
1169,854,24480
4606,5429,27360
260,345,24192
312,695,25056
2236,3171,26784
6194,9432,27936
405,442,24768
8588,13878,29664
490,471,24480
8496,15077,30528
753,2015,26496
1722,1390,25920
833,1168,25920
87,261,23904
327,355,24192
2056,3620,27360
1322,1886,25920
238,313,23904
6535,9684,27648
6818,13649,30240
7811,18984,31104
753,742,25344
1348,2681,26208
3969,8083,28512
570,524,24192
2295,5720,27360
6752,8185,28224
2886,4666,27360
388,527,24768
946,1919,26496
2103,3167,26496
7671,14654,29376
772,531,24480
824,678,24480
4174,4757,27360
1691,1662,25632
167,345,24480
1417,1714,25632
1537,1586,26496
1021,803,25632
2112,2667,26208
5014,11066,27648
310,304,24480
595,938,25632
1230,696,24192
10937,22516,30816
1629,1189,25344
425,388,24192
2262,2117,26496
1799,1741,25632
1058,627,24768
948,1419,25056
1278,1749,25920
881,515,24192
10807,24045,31392
334,345,24192
239,383,24192
4087,4619,27648
1353,1539,25632
12040,17717,31392
2872,937,25056
87,244,23904
1502,1868,25920
3119,5023,27072
3729,6656,27648
699,1037,25632
2289,1842,25920
657,1023,25920
2947,1586,26496
249,330,24480
882,1317,25920
3250,4591,26784
321,340,24192
239,365,24768
579,1321,25344
2572,4703,27072
1954,2385,26208
5219,9748,28512
2734,2292,26496
2534,4105,27360
1178,607,24768
6570,10067,28800
383,553,24480
473,1766,25632
6047,11199,29376
559,586,24192
864,489,24480
763,456,24192
1204,1994,25344
1249,1406,25632
315,384,23904
1075,566,24480
159,288,23904
152,306,23616
425,1025,25632
687,1124,25632
292,329,23904
351,2084,25056
564,450,24480
87,294,24192
962,2874,25632
1518,1823,25632
829,559,24480
2396,2536,26208
1544,1201,26208
1964,840,24768
5099,9161,29088
450,338,24480
2524,2398,26208
11319,21335,31392
461,353,23904
329,403,24192
1011,1744,25632
161,346,24192
1159,571,24480
1899,2328,25920
2025,2346,26496
1970,2118,25920
1201,1695,26208
7297,13158,29952
561,1240,24192
2568,6343,28224
3938,7113,28224
2377,1817,26496
803,437,24480
952,633,25056
4000,5273,27648
721,455,24480
291,737,24192
2007,2269,26208
1173,1574,25920
1631,1988,25920
177,289,23904
6599,6789,27936
5242,7070,28512
658,1082,25632
581,425,24192
1352,1714,26208
11033,24421,32544
673,467,24480
515,462,24480
4741,9749,28224
1188,1537,25920
236,1055,25344
6011,8103,28512
19361,39228,35424
378,631,24480
7545,12133,28224
789,932,25920
5780,17100,29376
3527,6078,28224
87,244,24192
9791,15553,30528
12552,23764,32544
622,447,24480
248,394,24480
1723,1314,25344
594,974,25344
410,1168,24192
10743,16140,30240
21675,36229,35136
895,556,24480
1170,877,25632
844,2788,26784
1935,2395,26208
3533,5792,27648
1196,1422,25920
6289,12487,29952
4700,7123,27648
688,748,25056
7807,13515,29952
627,1657,25920
3045,4948,27072
16214,24779,32544
10443,16867,30240
2814,4817,26496
12770,22696,32832
5504,10557,28800
647,590,24480
536,766,24480
506,391,24480
686,415,24192
242,302,24480
1223,2024,25632
543,460,24768
562,496,24768
16514,28998,33696
337,1010,25632
763,430,24192
1777,1801,26208
1149,1487,25056
13217,23822,31392
528,475,24480
910,558,25056
1611,564,24192
87,253,24192
2525,2823,25920
776,454,24480
1304,1804,26208
637,401,24192
247,275,24480
264,535,25056
1458,821,24768
2443,2855,26208
267,1064,24192
3637,7294,27648
1181,1860,26208
4296,6558,28800
1353,3094,26208
402,609,24480
4398,6004,27648
183,298,24480
4294,8143,27936
1368,4326,25920
6129,15417,29664
1173,1361,25344
4053,5348,28224
2045,3341,26208
911,671,24480
742,516,23904
87,449,23904
2614,5572,27648
1153,826,24192
611,2612,24768
6381,13177,29952
4576,10107,28800
429,419,24768
583,1466,25632
632,1580,24480
1026,784,25344
1977,3947,27072
3682,4772,27648
11730,21693,31104
520,1867,25632
2344,2563,27072
8291,11509,29088
22073,40995,36288
1205,782,25056
3497,3808,27360
667,460,24480
2975,4867,27648
3122,5509,27360
87,320,24192
2528,1441,25920
1339,1910,25632
1152,1890,25920
4548,15944,28512
1318,781,25056
2140,2875,26496
1473,2248,26208
165,342,24480
87,252,23904
4734,3883,26496
1976,1136,25920
3925,7040,28512
529,351,24192
713,1713,25632
364,382,24768
1854,2583,26208
9072,20324,31104
1149,1899,26496
1698,1033,25632
2626,2149,25920
229,785,25920
268,769,25632
554,857,25920
2052,2100,26496
409,360,24768
1274,1689,24480
171,312,24480
728,537,24480
4698,13939,28512
527,351,24480
3090,6682,27936
704,794,25920
1790,1621,26208
3728,3476,26784
1705,2933,25920
305,320,24480
6656,15330,29088
1613,2668,26208
638,1169,25632
608,695,25056
538,669,25920
1277,1275,26208
1965,2234,26208
1116,2192,26496
287,342,24480
498,922,25344
8349,13618,30240
4745,8163,27936
3478,5871,27936
5904,6243,28512
1649,914,24480
7489,10446,29088
87,355,24192
1460,1975,26208
8224,16935,31104
159,296,24480
499,506,24192
373,441,24192
7547,13099,30240
2355,4063,27648
393,415,24768
477,455,24480
19120,32625,34272
1309,639,24768
14720,23005,32544
660,448,24192
3708,2000,26496
1538,1840,25920
437,489,23904
845,491,24480
12868,19434,30528
619,1046,25344
5538,8538,27936
3574,8577,27936
201,467,24192
488,438,24768
1389,3118,26496
1698,2012,25920
451,496,24480
2508,4109,27360
3007,3989,25632
1652,3071,26496
1544,2117,26208
440,466,24768
2090,1878,25920
1265,1945,26208
837,2596,26496
962,2865,26496
726,1702,25632
615,1524,26208
2400,5477,27648
1152,551,24480
1228,1735,25920
798,999,25632
896,1726,25344
164,388,23904
9000,15602,30240
398,381,24480
6211,9928,29088
163,345,24768
1180,2306,26208
2626,3876,26496
667,609,24192
590,385,24480
492,527,24192
6719,10679,28224
559,383,24480
87,267,23904
5629,5931,27936
3999,5717,27648
462,887,25920
379,785,25056
699,457,24480
1032,704,24768
4674,7998,28224
1169,1117,25920
740,1815,25920
6209,17491,29088
214,485,24192
3454,5353,27360
1783,1929,25920
1425,1815,25920
442,1991,25056
8469,13326,29088
3529,2680,26496
6413,7780,28224
579,374,24480
9744,21570,30816
6423,8942,28224
366,436,24480
38221,64804,44064
553,378,23904
1394,2498,25632
10231,24143,31968
948,2303,26208
4722,6410,26496
488,387,24480
456,352,24480
7394,5415,27360
710,1145,25344
531,399,24768
4227,8405,28512
19102,28698,33120
623,566,24480
857,764,24480
1637,3563,25344
513,871,24192
278,563,24768
87,364,24192
1274,1792,26208
3191,3405,26496
1694,3279,25632
480,606,25056
330,629,23904
825,460,24192
2225,3569,27072
558,406,23904
6807,9207,28224
1974,3111,25920
661,944,25632
2985,2337,26496
5247,3802,26784
4541,7320,28512
9988,17397,30528
1084,960,25632
388,407,24480
2723,4640,27648
753,1801,26496
3367,6246,27648
356,368,24768
3116,1528,25920
890,485,24192
10609,22539,32256
693,463,24480
3034,5326,27360
193,381,24192
917,758,25632
4319,8534,28800
687,919,25344
1090,1004,25632
4254,5918,28224
877,684,24192
2339,2896,26208
356,530,23904
2554,2667,26784
438,358,24192
2562,1675,25344
11534,16064,30816
3923,7784,28800
4352,9309,28800
2817,4939,27072
2247,7613,27648
207,338,24480
903,1182,25632
6481,12168,27648
817,535,24480
1013,934,24480
1533,1242,24480
710,619,24768
1358,1732,26208
2751,2809,26496
684,2196,26496
2984,4827,27648
3711,5895,27936
411,882,25632
805,1285,25632
2225,2261,26784
2100,925,24768
629,1464,25056
16587,26534,33120
1781,2248,25632
6430,10135,28800
283,379,24480
1106,722,25056
332,636,23904
5569,13427,29664
587,567,24480
144,283,24192
7582,10396,28800
310,351,24480
376,897,24480
10807,18896,30816
6943,11750,28512
277,365,24192
14498,23966,32544
207,423,23904
6119,11272,29088
1194,1089,25056
771,508,24480
2845,4114,26784
11325,19267,31104
1166,1888,25920
955,2531,25920
411,552,25056
1852,2638,25920
1313,2001,26208
597,654,24768
818,1317,25632
549,337,24480
3279,4880,26784
2914,4289,27072
2111,2071,26496
298,372,24480
12133,21346,31968
2332,3536,27072
11799,17963,29952
867,603,24480
1605,1584,25920
508,387,24480
2977,8055,28224
791,810,24480
4592,7400,28224
1051,1158,25632
508,503,24192
1677,1945,25920
497,424,24480
5982,7424,28224
912,1046,25344
7200,10171,29376
715,495,24480
3949,3632,26784
920,642,24768
1120,3979,26496
36831,60083,38880
87,828,23904
1983,1965,26208
1837,4999,27360
435,343,24192
4749,5696,27648
636,381,24480
488,479,24768
938,2859,25632
3977,4985,27072
733,482,24480
6965,17025,30528
4308,5915,27648
1259,627,24480
12982,26406,33120
11004,16857,31104
2096,2712,26496
5110,10109,27936
5506,13332,30240
3405,5936,28224
9508,7553,27072
310,337,24480
704,858,25632
1694,1927,25920
3427,4394,26784
1045,975,25632
6764,13398,30240
2047,1192,25056
429,972,25344
7138,13180,28800
257,300,24192
354,538,24480
1114,806,25344
665,554,24768
639,1112,25632
5012,9781,28512
5150,9547,29088
905,1733,25920
1333,623,24192
287,327,24480
1606,6959,26496
690,1320,25632
800,2265,25920
2552,7924,26496
4167,5751,27936
11042,19711,31392
669,1676,25920
1957,5304,27648
618,953,25344
940,820,25632
696,962,25344
859,543,24768
4085,6574,28224
4092,8743,28512
685,972,25056
1761,2699,26208
296,359,24192
5921,9033,28224
894,954,24768
425,1229,24480
7333,15750,29664
5301,8070,27360
413,364,24480
1854,2050,25632
4198,10971,27936
223,412,24480
14214,29075,33408
803,1196,24768
710,894,25632
241,362,24480
2402,3903,27360
2546,5165,27936
2531,2258,25920
320,374,24480
2444,1653,25920
8670,12617,28512
2936,4474,26784
5455,8025,28512
1284,829,25344
1318,3677,27360
87,247,23904
664,1464,26208
2045,1955,25920
1392,1408,25920
1950,954,25056
9667,12206,30240
715,1571,25632
7883,12752,29376
3004,3418,26496
14174,32595,33984
3488,7372,27072
10067,16343,31104
1606,1917,25920
9955,16075,30816
2448,1510,25920
140,295,23616
1005,1623,25344
1039,1886,25920
944,4554,26208
15573,22736,31680
701,1723,25632
1646,2455,26496
686,1287,24480
8169,13038,29376
1404,1344,25632
2489,6095,27936
944,1113,25344
416,962,25920
959,1587,25920
145,334,24768
253,297,24480
3066,2556,26208
7079,11930,28512
1408,10055,26784
207,324,24480
1626,3812,27072
4335,5496,27648
359,1822,25632
4178,3720,27072
617,1224,25920
1116,618,24480
12415,23457,31968
1783,919,24480
5873,18648,30240
510,1254,25344
2165,4380,27936
256,323,24768
3846,5853,27648
7591,12458,29376
998,1051,25632
552,1422,25632
5256,9449,28800
13423,19907,30816
2142,2903,26496
5446,9454,28224
1108,1342,25344
345,328,24192
6228,9252,28512
1646,3830,26784
613,462,24480
4352,4327,27648
889,1009,25920
1275,789,24768
408,1065,25920
3012,4279,27360
853,557,24192
520,385,24480
1745,1416,25344
153,404,23904
2204,2049,25632
1180,1298,25056
1171,555,24480
5352,6411,27936
3696,7719,27936
1323,1159,25344
1957,3233,26496
4296,10082,29088
2013,3110,27072
358,414,24768
1883,3050,26496
2285,3852,27072
3239,4016,27072
4745,4813,27648
644,1200,25632
3511,4861,27360
87,294,23904
929,1555,25920
393,748,24480
7662,15687,30816
2116,3815,26496
3416,4300,27072
584,688,25344
1281,751,25056
4512,7065,27936
3189,6583,27648
1373,574,23904
3623,4195,27072
1334,1622,26208
2814,2761,26784
1096,1356,25920
9429,11006,28800
404,583,25056
4144,7933,27936
314,419,24480
1594,1657,25632
917,775,25632
719,948,25920
438,414,24192
1546,1337,25632
3897,6680,27936
1100,2011,25920
759,870,25344
1440,960,25632
1276,2316,25920
4286,10247,28800
941,1430,25632
2000,2254,25632
464,1006,25632
299,1627,25632
509,338,24480
1719,1801,25632
1205,550,24480
599,469,24192
606,1666,25920
2068,984,25056
2741,4663,27360
4843,6611,27648
1521,2699,25344
2977,2861,27072
6511,11469,29376
1084,1594,25920
1313,2720,25344
253,369,24768
437,647,25344
1205,510,24480
2112,6906,27360
17333,29004,32544
438,442,24192
516,948,25920
248,451,24768
150,312,24192
8161,11007,29088
87,268,24480
4247,5990,28224
163,294,24480
344,442,24480
392,879,25920
1959,2111,26208
533,924,25344
1766,2604,26496
1159,801,25344
1921,1907,26496
11439,26866,31392
238,692,25344
24675,44473,38592
946,3042,25632
523,377,24480
7339,11311,29088
653,1396,25632
912,1885,25920
963,768,24192
1202,3131,25632
957,809,24768
11398,16301,29952
478,1243,25920
3580,1799,25920
324,1008,23904
2226,2069,26496
633,1412,25056
567,419,23616
944,680,24192
555,446,24480
401,1409,25056
2186,5004,26784
4570,5907,27936
20203,31695,33984
454,1034,25056
6572,11943,29376
10001,14783,30240
548,917,25056
4004,5481,27648
12271,10425,28800
470,1149,25344
586,633,24480
825,836,24192
2027,1218,25632
962,551,24768
1031,2080,26208
5733,7128,27936
601,409,24192
173,296,24768
479,586,25056
603,1555,25056
13125,23077,31968
439,439,24768
3024,5838,27648
14566,25184,32832
959,1454,26208
7042,13330,29664
918,1312,25632
4398,8162,28224
5188,7753,28800
4076,3279,26784
325,940,25056
2489,1473,24480
959,475,24480
1528,1350,25920
481,545,24192
7138,12590,29376
2406,2587,25920
2242,1658,26208
1561,932,24768
1693,2490,26496
1278,3375,25632
147,308,24480
303,331,24192
599,585,24192
1035,940,24192
985,606,25056
1754,1879,25632
1792,5740,27936
1714,2187,25344
1371,797,24480
3931,7470,28512
150,274,24480
1219,1238,25632
4085,8323,27936
9290,16994,31104
3761,6058,27360
772,845,25920
2520,2167,26208
261,1130,25056
651,979,25632
14341,19729,31104
87,265,23616
4489,7731,27936
1200,555,24480
5001,6327,28512
1889,1791,26208
304,449,24480
4934,7312,28224
87,238,23904
6556,11444,29664
1099,983,25920
1905,1901,25920
627,583,24768
4271,7469,28224
1560,1926,25920
1978,3330,26496
307,318,24480
7042,14340,29088
333,382,24192
11006,24216,30240
1541,1615,25920
704,459,23904
2350,2356,26208
1163,1403,25344
359,356,24480
242,1039,23616
5493,9487,28800
723,1077,25056
4114,2904,26208
2209,4402,26208
2088,1062,25056
3359,3457,26784
392,941,25056
1469,1546,25920
1534,1274,25920
8632,13866,29376
922,616,25056
1805,6611,27648
1289,2232,26496
2964,2371,26496
1078,1769,25920
152,294,24192
87,334,24192
230,349,24768
4038,9072,28224
10751,19726,31680
1259,1918,26496
598,1172,25632
1487,1708,25344
716,1228,25344
1570,2860,26208
537,460,24768
7106,14527,30240
263,309,23904
1238,1646,24768
727,1152,25920
7016,9420,28800
3010,4921,27648
361,484,24480
4414,7152,28224
1262,1734,25920
2123,2654,26208
4053,10549,29376
698,452,24192
20441,31357,32256
890,575,24192
87,758,24192
1439,796,25056
1695,1350,25920
684,691,25632
1002,631,24768
386,2198,25344
5471,7647,28224
1078,804,25056
1048,1903,25920
1402,4123,25920
1219,1855,25920
7504,8127,28800
766,981,25920
1647,876,24480
338,405,24480
1479,1694,26208
2141,3245,27360
609,786,25344
683,1716,25920
2638,2253,26208
694,492,23904
283,386,24768
5161,6938,27936
587,1033,25632
643,737,25344
5564,9963,29088
4223,5834,27648
1371,2414,25920
4661,11859,29952
5768,6285,28224
332,333,24480
3068,7448,28224
652,421,23904
1271,2833,26208
1070,1605,25344
397,398,24192
1256,1688,25920
737,546,24480
498,1229,25632
1295,2190,25920
1785,2621,26496
346,1038,25920
10805,18550,31104
324,371,24768
25184,51607,38016
3442,3091,26496
7795,16844,29664
581,430,24192
